sig_id,pert_iname,canonical_smiles
LJP005_MCF7_24H:D15,enzastaurin,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)c2ccccc12
LJP005_MCF7_24H:D16,enzastaurin,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)c2ccccc12
LJP005_MCF7_24H:D17,enzastaurin,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)c2ccccc12
LJP005_MCF7_24H:D18,enzastaurin,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)c2ccccc12
LJP005_MCF7_24H:D19,WZ-3105,CC(C)n1cnc2c(Nc3cccc(NC(=O)C=C)c3)nc(N[C@H]3CC[C@@H](CC3)N(C)C)nc12
LJP005_MCF7_24H:D22,WZ-3105,CC(C)n1cnc2c(Nc3cccc(NC(=O)C=C)c3)nc(N[C@H]3CC[C@@H](CC3)N(C)C)nc12
LJP005_MCF7_24H:D23,WZ-3105,CC(C)n1cnc2c(Nc3cccc(NC(=O)C=C)c3)nc(N[C@H]3CC[C@@H](CC3)N(C)C)nc12
LJP005_MCF7_24H:D24,WZ-3105,CC(C)n1cnc2c(Nc3cccc(NC(=O)C=C)c3)nc(N[C@H]3CC[C@@H](CC3)N(C)C)nc12
LJP005_MCF7_24H:E01,GSK-1059615,O=C1NC(=O)\C(S1)=C/c1ccc2nccc(-c3ccncc3)c2c1
LJP005_MCF7_24H:E02,GSK-1059615,O=C1NC(=O)\C(S1)=C/c1ccc2nccc(-c3ccncc3)c2c1
LJP005_MCF7_24H:E03,GSK-1059615,O=C1NC(=O)\C(S1)=C/c1ccc2nccc(-c3ccncc3)c2c1
LJP005_MCF7_24H:E04,GSK-1059615,O=C1NC(=O)\C(S1)=C/c1ccc2nccc(-c3ccncc3)c2c1
LJP005_MCF7_24H:E05,GSK-1059615,O=C1NC(=O)\C(S1)=C/c1ccc2nccc(-c3ccncc3)c2c1
LJP005_MCF7_24H:E06,GSK-1059615,O=C1NC(=O)\C(S1)=C/c1ccc2nccc(-c3ccncc3)c2c1
LJP005_MCF7_24H:E07,PF-431396,CN(c1ccccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O
LJP005_MCF7_24H:E08,PF-431396,CN(c1ccccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O
LJP005_MCF7_24H:E09,PF-431396,CN(c1ccccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O
LJP005_MCF7_24H:E10,PF-431396,CN(c1ccccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O
LJP005_MCF7_24H:E11,PF-431396,CN(c1ccccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O
LJP005_MCF7_24H:E12,PF-431396,CN(c1ccccc1CNc1nc(Nc2ccc3NC(=O)Cc3c2)ncc1C(F)(F)F)S(C)(=O)=O
LJP005_MCF7_24H:E13,NVP-AEW541,Nc1ncnc2n(cc(-c3ccc(OCc4ccccc4)cc3)c12)[C@H]1C[C@H](CN2CCC2)C1
LJP005_MCF7_24H:E14,NVP-AEW541,Nc1ncnc2n(cc(-c3ccc(OCc4ccccc4)cc3)c12)[C@H]1C[C@H](CN2CCC2)C1
LJP005_MCF7_24H:E15,NVP-AEW541,Nc1ncnc2n(cc(-c3ccc(OCc4ccccc4)cc3)c12)[C@H]1C[C@H](CN2CCC2)C1
LJP005_MCF7_24H:E16,NVP-AEW541,Nc1ncnc2n(cc(-c3ccc(OCc4ccccc4)cc3)c12)[C@H]1C[C@H](CN2CCC2)C1
LJP005_MCF7_24H:E17,NVP-AEW541,Nc1ncnc2n(cc(-c3ccc(OCc4ccccc4)cc3)c12)[C@H]1C[C@H](CN2CCC2)C1
LJP005_MCF7_24H:E18,NVP-AEW541,Nc1ncnc2n(cc(-c3ccc(OCc4ccccc4)cc3)c12)[C@H]1C[C@H](CN2CCC2)C1
LJP005_MCF7_24H:E19,dovitinib,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O
LJP005_MCF7_24H:E20,dovitinib,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O
LJP005_MCF7_24H:E21,dovitinib,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O
LJP005_MCF7_24H:E22,dovitinib,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O
LJP005_MCF7_24H:E23,dovitinib,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O
LJP005_MCF7_24H:E24,dovitinib,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O
LJP005_MCF7_24H:F02,CGP-60474,OCCCNc1cc(ccn1)c2ccnc(Nc3cccc(Cl)c3)n2
LJP005_MCF7_24H:F03,CGP-60474,OCCCNc1cc(ccn1)c2ccnc(Nc3cccc(Cl)c3)n2
LJP005_MCF7_24H:F04,CGP-60474,OCCCNc1cc(ccn1)c2ccnc(Nc3cccc(Cl)c3)n2
LJP005_MCF7_24H:F05,CGP-60474,OCCCNc1cc(ccn1)c2ccnc(Nc3cccc(Cl)c3)n2
LJP005_MCF7_24H:F06,CGP-60474,OCCCNc1cc(ccn1)c2ccnc(Nc3cccc(Cl)c3)n2
LJP005_MCF7_24H:F13,PHA-665752,Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
LJP005_MCF7_24H:F14,PHA-665752,Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
LJP005_MCF7_24H:F15,PHA-665752,Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
LJP005_MCF7_24H:F16,PHA-665752,Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
LJP005_MCF7_24H:F17,PHA-665752,Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
LJP005_MCF7_24H:F18,PHA-665752,Cc1[nH]c(\C=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc2c(Cl)cccc2Cl)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
LJP005_MCF7_24H:F19,GSK-690693,CCn1c(nc2c(ncc(OCC3CCCNC3)c12)C#CC(C)(C)O)-c1nonc1N
LJP005_MCF7_24H:F20,GSK-690693,CCn1c(nc2c(ncc(OCC3CCCNC3)c12)C#CC(C)(C)O)-c1nonc1N
LJP005_MCF7_24H:F21,GSK-690693,CCn1c(nc2c(ncc(OCC3CCCNC3)c12)C#CC(C)(C)O)-c1nonc1N
LJP005_MCF7_24H:F22,GSK-690693,CCn1c(nc2c(ncc(OCC3CCCNC3)c12)C#CC(C)(C)O)-c1nonc1N
LJP005_MCF7_24H:F23,GSK-690693,CCn1c(nc2c(ncc(OCC3CCCNC3)c12)C#CC(C)(C)O)-c1nonc1N
LJP005_MCF7_24H:F24,GSK-690693,CCn1c(nc2c(ncc(OCC3CCCNC3)c12)C#CC(C)(C)O)-c1nonc1N
LJP005_MCF7_24H:G01,LDN-193189,C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12
LJP005_MCF7_24H:G02,LDN-193189,C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12
LJP005_MCF7_24H:G03,LDN-193189,C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12
LJP005_MCF7_24H:G04,LDN-193189,C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12
LJP005_MCF7_24H:G05,LDN-193189,C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12
LJP005_MCF7_24H:G06,LDN-193189,C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12
LJP005_MCF7_24H:G07,SAR-245408,Cc1ccc(cc1)S(=O)(=O)Nc1nc2ccccc2nc1Nc1cccc2nsnc12
LJP005_MCF7_24H:G09,SAR-245408,Cc1ccc(cc1)S(=O)(=O)Nc1nc2ccccc2nc1Nc1cccc2nsnc12
LJP005_MCF7_24H:G10,SAR-245408,Cc1ccc(cc1)S(=O)(=O)Nc1nc2ccccc2nc1Nc1cccc2nsnc12
LJP005_MCF7_24H:G11,SAR-245408,Cc1ccc(cc1)S(=O)(=O)Nc1nc2ccccc2nc1Nc1cccc2nsnc12
LJP005_MCF7_24H:G12,SAR-245408,Cc1ccc(cc1)S(=O)(=O)Nc1nc2ccccc2nc1Nc1cccc2nsnc12
LJP005_MCF7_24H:G13,withaferin-a,CC([C@H]1CC[C@@H]2[C@H]3C[C@H]4O[C@@]44[C@@H](O)C=CC(=O)[C@@]4(C)C3CC[C@@]12C)[C@@H]1CC(C)=C(CO)C(=O)O1
LJP005_MCF7_24H:G14,withaferin-a,CC([C@H]1CC[C@@H]2[C@H]3C[C@H]4O[C@@]44[C@@H](O)C=CC(=O)[C@@]4(C)C3CC[C@@]12C)[C@@H]1CC(C)=C(CO)C(=O)O1
LJP005_MCF7_24H:G15,withaferin-a,CC([C@H]1CC[C@@H]2[C@H]3C[C@H]4O[C@@]44[C@@H](O)C=CC(=O)[C@@]4(C)C3CC[C@@]12C)[C@@H]1CC(C)=C(CO)C(=O)O1
LJP005_MCF7_24H:G16,withaferin-a,CC([C@H]1CC[C@@H]2[C@H]3C[C@H]4O[C@@]44[C@@H](O)C=CC(=O)[C@@]4(C)C3CC[C@@]12C)[C@@H]1CC(C)=C(CO)C(=O)O1
LJP005_MCF7_24H:G17,withaferin-a,CC([C@H]1CC[C@@H]2[C@H]3C[C@H]4O[C@@]44[C@@H](O)C=CC(=O)[C@@]4(C)C3CC[C@@]12C)[C@@H]1CC(C)=C(CO)C(=O)O1
LJP005_MCF7_24H:G18,withaferin-a,CC([C@H]1CC[C@@H]2[C@H]3C[C@H]4O[C@@]44[C@@H](O)C=CC(=O)[C@@]4(C)C3CC[C@@]12C)[C@@H]1CC(C)=C(CO)C(=O)O1
LJP005_MCF7_24H:G19,AZD-8330,Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O
LJP005_MCF7_24H:G20,AZD-8330,Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O
LJP005_MCF7_24H:G21,AZD-8330,Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O
LJP005_MCF7_24H:G22,AZD-8330,Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O
LJP005_MCF7_24H:G23,AZD-8330,Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O
LJP005_MCF7_24H:G24,AZD-8330,Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O
LJP005_MCF7_24H:H01,buparlisib,Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F
LJP005_MCF7_24H:H02,buparlisib,Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F
LJP005_MCF7_24H:H03,buparlisib,Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F
LJP005_MCF7_24H:H04,buparlisib,Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F
LJP005_MCF7_24H:H05,buparlisib,Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F
LJP005_MCF7_24H:H06,buparlisib,Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F
LJP005_MCF7_24H:H07,foretinib,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1
LJP005_MCF7_24H:H08,foretinib,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1
LJP005_MCF7_24H:H09,foretinib,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1
LJP005_MCF7_24H:H10,foretinib,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1
LJP005_MCF7_24H:H11,foretinib,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1
LJP005_MCF7_24H:H12,foretinib,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1
LJP005_MCF7_24H:H13,NVP-AUY922,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O
LJP005_MCF7_24H:H14,NVP-AUY922,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O
LJP005_MCF7_24H:H15,NVP-AUY922,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O
LJP005_MCF7_24H:H16,NVP-AUY922,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O
LJP005_MCF7_24H:H17,NVP-AUY922,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O
LJP005_MCF7_24H:H18,NVP-AUY922,CCNC(=O)c1noc(c1-c1ccc(CN2CCOCC2)cc1)-c1cc(C(C)C)c(O)cc1O
LJP005_MCF7_24H:H19,TGX-221,CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
LJP005_MCF7_24H:H20,TGX-221,CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
LJP005_MCF7_24H:H21,TGX-221,CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
LJP005_MCF7_24H:H22,TGX-221,CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
LJP005_MCF7_24H:H23,TGX-221,CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
LJP005_MCF7_24H:H24,TGX-221,CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
LJP005_MCF7_24H:I01,AZD-6482,C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
LJP005_MCF7_24H:I02,AZD-6482,C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
